,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,Review
450,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42434,8.6,Melia Vienna,Italy,0,3557,8,22,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",457 day,48.231911,16.4129493,The staff the service the stunning view
453,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,4/26/2016,8.6,Melia Vienna,France,0,3557,14,5,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",464 day,48.231911,16.4129493,The view from the top floor bar is awesom The building is fab
458,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42586,8.6,Melia Vienna,Russia,0,3557,8,12,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 4 nights ']",482 day,48.231911,16.4129493,Good internet connection Very good breakfast
461,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,3/24/2016,8.6,Melia Vienna,Monaco,0,3557,8,38,10,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",497 day,48.231911,16.4129493,Great View Very friendly staff Everything perfect
466,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42493,8.6,Melia Vienna,Brazil,0,3557,12,16,8.8,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 2 nights ']",516 day,48.231911,16.4129493,Comfort Beautiful room Far from downtown but near metro station
467,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,2/23/2016,8.6,Melia Vienna,United Arab Emirates,0,3557,8,13,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",527 day,48.231911,16.4129493,Amazing view very nice room and restaurant
472,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42615,8.6,Melia Vienna,United Kingdom,0,3557,21,16,9.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']",541 day,48.231911,16.4129493,Comfy beds amazing bathroom with heated floor and rood top bar has the best view and free mini bar
476,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42371,8.6,Melia Vienna,Croatia,0,3557,3,4,10,"[' Couple ', ' Superior Double Room ', ' Stayed 4 nights ']",549 day,48.231911,16.4129493,everything perfect
479,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,1/30/2016,8.6,Melia Vienna,Luxembourg,0,3557,11,58,8.8,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ']",551 day,48.231911,16.4129493,Design of rooms view bar and restaurant Good breakfast
484,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,1/16/2016,8.6,Melia Vienna,Germany,0,3557,8,1,7.9,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",565 day,48.231911,16.4129493,Very nice rooms Large and posh design
488,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42461,8.6,Melia Vienna,Germany,0,3557,8,7,9.2,"[' Leisure trip ', ' Couple ', ' Special Offer Deluxe Double Room ', ' Stayed 1 night ']",577 day,48.231911,16.4129493,The room and especially the view
492,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,12/31/2015,8.6,Melia Vienna,Croatia,0,3557,15,5,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",581 day,48.231911,16.4129493,Great rooms with beautiful view 57 lounge bar was fantastic staff large comfortable bed
493,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,12/29/2015,8.6,Melia Vienna,United Kingdom,0,3557,17,5,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",583 day,48.231911,16.4129493,we absolutely loved the views and the ability to have a great coffee in the room
496,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,12/22/2015,8.6,Melia Vienna,United Kingdom,0,3557,9,10,9.2,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 2 nights ']",590 day,48.231911,16.4129493,Great hotel with large and comfortable rooms
499,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,12/21/2015,8.6,Melia Vienna,Netherlands,0,3557,7,1,9.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ']",591 day,48.231911,16.4129493,Great facility big room nice restaurant
501,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,12/20/2015,8.6,Melia Vienna,Croatia,0,3557,15,5,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",592 day,48.231911,16.4129493,Excellent hospitality beautiful view very clean and confortable room we will come back
504,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42075,8.6,Melia Vienna,Croatia,0,3557,6,4,10,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",609 day,48.231911,16.4129493,Hotel design 57 Lounge breakfast
506,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42016,8.6,Melia Vienna,United Kingdom,0,3557,10,2,10,"[' Leisure trip ', ' Couple ', ' Special Offer Deluxe Double Room ', ' Stayed 1 night ']",611 day,48.231911,16.4129493,Customer experience simplicity and excellence is a good blend
507,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42016,8.6,Melia Vienna,Russia,0,3557,2,7,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",611 day,48.231911,16.4129493,0
508,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,11/26/2015,8.6,Melia Vienna,Kuwait,0,3557,11,7,9.2,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ']",616 day,48.231911,16.4129493,Nice staff excellent rooms good breakfast Near to train station
511,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,11/22/2015,8.6,Melia Vienna,United Arab Emirates,0,3557,5,9,9.2,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",620 day,48.231911,16.4129493,Every thing is perfect
513,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,11/20/2015,8.6,Melia Vienna,United Kingdom,0,3557,22,2,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",622 day,48.231911,16.4129493,Excellent hotel lovely facilities Rooms were large and well equipped very clean The rooftop bar has amazing views over the city
514,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,11/19/2015,8.6,Melia Vienna,Germany,0,3557,4,1,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",623 day,48.231911,16.4129493,Very kind staff
515,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42288,8.6,Melia Vienna,United Kingdom,0,3557,20,16,10,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",632 day,48.231911,16.4129493,The rooms were so spacious clean and comfortable the heated floor in the bathroom was a great added touch
516,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42288,8.6,Melia Vienna,Hungary,0,3557,4,10,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",632 day,48.231911,16.4129493,Value for Money
518,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42196,8.6,Melia Vienna,Croatia,0,3557,15,14,9.2,"[' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",635 day,48.231911,16.4129493,Nice new hotel 57th floor bar and restaurant is nice Will come back
519,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42046,8.6,Melia Vienna,United Kingdom,0,3557,8,1,10,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 4 nights ']",640 day,48.231911,16.4129493,Brilliant views and wonderful sky bar
520,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,10/31/2015,8.6,Melia Vienna,Czech Republic,0,3557,14,18,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",642 day,48.231911,16.4129493,super hotel and place nice people great bar and restaurant in 57 floor
522,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,10/20/2015,8.6,Melia Vienna,Switzerland,0,3557,9,45,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 4 nights ']",653 day,48.231911,16.4129493,Spacious rooms view comfort 57th floor restaurant
523,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,10/17/2015,8.6,Melia Vienna,Saudi Arabia,0,3557,3,6,8.8,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",656 day,48.231911,16.4129493,Every things
528,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42257,8.6,Melia Vienna,Australia,0,3557,7,5,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",664 day,48.231911,16.4129493,Modern facilities great lighting good wifi
530,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42165,8.6,Melia Vienna,United Kingdom,0,3557,10,7,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",667 day,48.231911,16.4129493,Luxurious cleanliness breakfast buffet view on top friendly staff
533,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42073,8.6,Melia Vienna,Romania,0,3557,2,15,9.2,"[' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",670 day,48.231911,16.4129493,Excelent
535,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42014,8.6,Melia Vienna,Israel,0,3557,26,1,10,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']",672 day,48.231911,16.4129493,Excellent service and incredible views of the city from the lounge on floor 57 easy access to the city and to the conference centres
537,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,9/22/2015,8.6,Melia Vienna,Romania,0,3557,12,14,9.6,"[' Leisure trip ', ' Group ', ' Level Room with Executive Lounge Access ', ' Stayed 3 nights ']",681 day,48.231911,16.4129493,Very clean comfortable beds the bathroom is very nice big
544,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42103,8.6,Melia Vienna,Czech Republic,0,3557,5,18,8.3,"[' Business trip ', ' Solo traveler ', ' Special Offer Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",699 day,48.231911,16.4129493,The view is great
545,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42072,8.6,Melia Vienna,Saudi Arabia,0,3557,3,19,9.6,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",700 day,48.231911,16.4129493,The level
546,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42044,8.6,Melia Vienna,Saudi Arabia,0,3557,24,10,8.3,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 3 nights ']",701 day,48.231911,16.4129493,Nice working staff The meals served by room services are excellent Beautiful high raised building The view is good Near to metro station
547,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,8/28/2015,8.6,Melia Vienna,Saudi Arabia,0,3557,2,17,8.3,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",706 day,48.231911,16.4129493,Staff
548,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,8/28/2015,8.6,Melia Vienna,Saudi Arabia,0,3557,3,17,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",706 day,48.231911,16.4129493,Staff view
556,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,8/18/2015,8.6,Melia Vienna,Switzerland,0,3557,18,4,10,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",716 day,48.231911,16.4129493,Superb and relax environment All amenities on site although a bit away from the city centre
558,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,8/16/2015,8.6,Melia Vienna,United Kingdom,0,3557,22,1,10,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",718 day,48.231911,16.4129493,Perfect location amazing view from the room comfy bed free mini bar The bar on 57 th floor worth visiting
562,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,42193,8.6,Melia Vienna,United Arab Emirates,0,3557,3,11,9.2,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 3 nights ']",727 day,48.231911,16.4129493,Everything stuff
567,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,99,7/24/2017,8.1,Austria Trend Hotel Lassalle Wien,United Kingdom,0,1287,172,29,9.6,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 2 nights ']",10 days,48.2273013,16.4001791,The bedroom and bathroom were very clean and spacious Larger than the average UK chain hotel There was a mini bar which kept some of our supplies cool If you stay more than one night there is an option not to have the room cleaned and to claim a free drink each at the bar instead There was a lovely terrace and grassed outdoor seating area in which to have said drink Almost opposite was a Billa supermarket which was well presented and had a lovely choice of food and drink An Aldi was also located about 100 metres in the opposite direction The location was also just a few minutes walk from the underground station and also convenient for the Danube waterfront The hotel room brochure recommended a place to eat which although we were dubious about trying was really good It was about a 20 minute walk but worth it for a very authentic pub bar with reasonably priced food and the option for eating inside or out
570,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,99,7/20/2017,8.1,Austria Trend Hotel Lassalle Wien,Romania,0,1287,32,3,10,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",14 days,48.2273013,16.4001791,Very clean everything Excellent breakfast A private parking it s very secure but you have to pay an extra for it anyway it s cheaper than parking in the street
579,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,99,4/21/2017,8.1,Austria Trend Hotel Lassalle Wien,Macedonia,0,1287,63,5,9.6,"[' Leisure trip ', ' Group ', ' Classic Room ', ' Stayed 2 nights ']",104 day,48.2273013,16.4001791,Comfortable beds spacious rooms and bathroom Variety of choices for breakfast Our room was quite airy though we did not notice an existing air conditioning We stayed mid of springtime staying during summer could be a bit different though if our observation is true For those not favoring the walking to the center 30min 3km there is a metro station nearby
584,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,99,1/30/2017,8.1,Austria Trend Hotel Lassalle Wien,Austria,0,1287,74,14,9.6,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 1 night ']",185 day,48.2273013,16.4001791,Everything was fine It was a short stay and not many things can happen but all in all it was a good stay If you are staying there over the weekend the parking outside is free ignore what it says on the site Good connection to the underground Friendly staff It was great value for money but I have to emphasise we god a very good one day deal on booking com
585,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,99,1/16/2017,8.1,Austria Trend Hotel Lassalle Wien,Poland,0,1287,51,4,10,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",199 day,48.2273013,16.4001791,The hotel is very cosy and clean rooms bright and spacious Breakfast was fine tasty bread and rolls Thanks to the friendly staff we could check in earlier the hotel is next to the metro station and supermarket I would strongly recommend staying in Austria Trend Hotel Lassalle Wien
589,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,99,12/28/2016,8.1,Austria Trend Hotel Lassalle Wien,Armenia,0,1287,41,2,10,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",218 day,48.2273013,16.4001791,The staff was very pleasant Location is very good 4 5 minutes to metro station near the river We arrived early and they organize our early check in Everything was amazing the hotel the city the atmosfer Thanks a lot
